zincid,smiles,consensus_score
ZINC000014975775,COCC(=O)N1CC[C@@]2(C1)CCCN(Cc1cc(OC)ccc1F)C2,0.6234830442918944
ZINC000349840911,CCCCCn1nc(C)cc1NC(=O)N1CCCC[C@@H]1c1nc[nH]n1,0.6492051140020058
ZINC000341407186,COc1ccc(OCCC(=O)N2CCOC[C@@H]2CC2CCC2)cc1,0.5651069634418312
ZINC000624057921,Cc1cc([C@@H](C)N2CCN(c3nccnn3)CC2)cs1,0.7924317958900439
ZINC000003401112,Cc1ccc(C)c(C(=O)OCC(=O)NC(C)(C)C)c1,0.5539949423254757
ZINC000339321502,Cc1ccc([C@H]2CCCCCN2C(=O)C(=O)NCc2cccnc2)o1,0.6271377444560713
ZINC000664805562,COCCOc1ccc(-c2noc([C@@H](OC)C3CCC3)n2)cc1F,0.7050430734075919
ZINC000357953288,C[C@@]1(C(=O)N[C@H]2CCCOc3cc(Cl)ccc32)CCCOC1,0.5667395947274023
ZINC000340314863,COc1ccc(CC[C@H](C)NC(=O)C(=O)N(C)[C@@H]2CC[C@@H](C)C2)cc1,0.6480955488505482
ZINC000043086916,CC(C)N(C)Cc1ccccc1CNC(=O)[C@H]1CC(=O)N(C)C1,0.7604928426908565
ZINC000340587704,Cn1c2ccc(Nc3ncc(C#N)cc3Cl)cc2nc1C1CC1,0.8058273632361035
ZINC000350913216,C=C(C)[C@H](Cc1nc(-c2ccc3cc[nH]c3n2)no1)OCC,0.8060098923061199
ZINC000194839211,O=C(c1cccc2cc[nH]c21)N(CCO)CC(F)F,0.5981864521282052
ZINC000420034974,Cc1ccnn1-c1ccc(C(=O)NC[C@@](C)(O)CCN(C)C)cc1,0.7134110206849031
ZINC000192365531,N#CCSCCCN[C@@H]1CCCc2c(O)cccc21,0.7998512856805533
ZINC000311969074,CC(C)OC[C@@H](O)CN1CCC[C@@H](CS(C)(=O)=O)C1,0.3448950488557969
ZINC000337839402,C=CCn1c([C@@H]2OCC[C@H]2C)nnc1N1CC[C@@H](C2CC2)C1,0.7665113245366597
ZINC000355880209,Cc1cc(O)ncc1-c1nc(-c2ccccc2OC(F)F)no1,0.7683827533928327
ZINC000035569801,Cc1cnc(Br)cc1Br,0.3466771410212744
ZINC000335152718,Cc1cccnc1CN1CC[C@@H](O)[C@H](C2CCCC2)C1,0.6031917509614402
ZINC000363429874,COc1cc(CC2CN(C(=O)CCCCSC)C2)cc(OC)c1,0.5421265999457157
ZINC000172652410,C[C@@H]1CCCN(C(=O)Cn2nc3ccccn3c2=O)[C@H]1C,0.6359854715187669
ZINC000369459056,O=C(c1ccc(OC(F)(F)F)cc1)N1CCCO[C@H]2CCC[C@@H]21,0.5808548331963606
ZINC000633892437,COC[C@@](C)(CO)NC(=O)[C@H]1CCN(C)[C@@H](C)C1,0.4846065994775071
ZINC000649405081,C[C@@H](CNc1ccc(S(=O)(=O)C(C)(C)C)nc1)CC(=O)O,0.5048957535167267
ZINC000566922593,C[C@H]1SCCN(CCCc2cncn2C)[C@@H]1C,0.5921470652639721
ZINC000347576759,C[C@@H](C(=O)N1CCN(c2ccccc2)CC1)N1CC[C@@H](C)[C@H](C)C1,0.8095734559842498
ZINC000263123501,C[C@H]1C[C@H](C(=O)O)CN(c2ccnc3ccsc32)C1,0.5500875012671154
ZINC000274525493,C=C(CN[C@@H]1C[C@H](OCC)C12CCOCC2)c1ccccc1,0.6140128361912893
ZINC000624908520,CCn1c(-c2ccc(CO)o2)nnc1N1CCC(CCOC)CC1,0.5427235267600612
ZINC000456849855,CCN(CC(=O)NCc1cnc(C)cc1C)Cc1ccccc1Cl,0.6377511854064257
ZINC000359055778,CCOCCCn1c(C(C)C)nnc1N1CCCC[C@H](C)C1,0.4761336697602861
ZINC000347773935,COCCN(C(=O)C[C@H](C)COC)[C@@H]1CCOC1,0.3622028570900519
ZINC000338520664,CC1(C)CCC[C@@H](CC(=O)N[C@H]2CCC(=O)NC2(C)C)C1,0.5745019947456634
ZINC000130842451,C[C@@H](NCc1cccc2c1OCO2)c1ccc(OCCN(C)C)cc1,0.6338659066879772
ZINC000492824751,C[C@@H]1CSC[C@@H]1NC(=O)/C=C\Sc1ccccc1,0.7321193377601403
ZINC000502969805,C[C@H]1CC(C(=O)Nc2ccc(S(=O)(=O)NCC3CC3)cc2)C[C@H](C)C1,0.6061143504828468
ZINC000315665610,CNC(=O)[C@H]1CCCCN1CCCC(=O)c1ccc(Br)cc1,0.6884143964303358
ZINC000364526473,Cc1ncc(CN(C)C(=O)/C=C2/CCOc3ccccc32)s1,0.7568889624682484
ZINC000569818832,CCn1c(-c2ccc(Cl)cc2)nnc1N1C[C@H](C)O[C@]2(CCOC2)C1,0.7589140412235277
ZINC000343429800,CCOC(=O)C[C@@H](C)N(C)C(=O)[C@@H]1COc2ccc(OC)cc2C1,0.6505740939986853
ZINC000644714340,CC(C)O[C@@H](CN1C[C@H]2[C@H](CO)[C@H]2C1)c1ccccc1,0.5492886074692827
ZINC000622260886,CC[C@H](c1ccccc1)N1CCC[C@@H](C(=O)NCC2CC2)C1,0.6072810694947655
ZINC000180615801,CC[C@@H]1C[C@@H](C(=O)N[C@@H]2CCO[C@@H]2c2ccc(Cl)cc2)CCO1,0.5699350628810844
ZINC000155102657,Oc1ccccc1N1CCN(Cc2nnc(-c3ccccc3)s2)CC1,0.8550316476637002
ZINC000342267393,CN(C)C(=O)c1cc(NC(=O)c2cccc3ccsc32)ccn1,0.7463475491105986
ZINC000661073840,c1nn(CC2CC2)cc1[C@@H]1OCC[C@H]1NCC12CCC(CC1)C2,0.7346334484870656
ZINC000351249105,COCCC1(c2noc([C@@H]3CN(C(C)C)CCO3)n2)CCC1,0.4870491002882822
ZINC000074066896,CCC1(O)CCN(C(=O)C[C@H](C)Cc2cccc(F)c2)CC1,0.634123268384474
ZINC000583488441,CC(=O)N1CCc2c1cccc2NC(=O)Nc1ccc2c(c1)CNC2,0.8189850228441351
ZINC000552875341,CCCCn1ncc(NC[C@H]2C[C@@H]2c2ccccc2)c1C,0.7477628503147411
ZINC000660681284,CC[C@H]1c2ccsc2CCN1C(=O)CNC1(CCO)CCCC1,0.6920990849812674
ZINC000348820269,C[C@@H](c1ccccc1OC(F)F)N1C(=O)N[C@@](C)(C2CC2)C1=O,0.5642846766246785
ZINC000521928969,CN(C)[C@@H]1CCCN(S(=O)(=O)c2ccc(OC(F)F)c(Cl)c2)C1,0.6443145133418333
ZINC000493451281,O=C(/C=C/COCC(F)(F)F)N1CC[C@@H](c2nc(C3CC3)no2)C1,0.6479188922377823
ZINC000612356774,C[C@@H]1CN(C(=O)c2ncnc3ccsc32)C[C@@H](c2ccsc2)O1,0.7843775835095232
ZINC000334034973,COC[C@@H](C)NC(=O)NC(=O)CN1CC[C@@H](N2CCOCC2)C1,0.5300015671812428
ZINC000358996561,Cn1cc(CN[C@H](CCO)c2ccccc2Br)cn1,0.7080232804037211
ZINC000623737361,Oc1ccc([C@@H]2OCC[C@H]2NCc2cccc3c2OCCO3)cn1,0.7010018872903159
ZINC000090938753,Cc1cccc(C(=O)NCCc2nc(C(=O)O)cs2)c1C,0.5802558837588588
ZINC000096188174,CN(C)C[C@@H]1Cn2ccnc2CN(Cc2cccs2)C1,0.7206206695527306
ZINC000428867259,CN(C)C1(CNCc2ccc(C(F)(F)F)s2)CCCC1,0.6308611435852932
ZINC000417911247,Cc1c(C)c(C)c(CNC(=O)N2CC[C@]3(CCNC3)C2)c(C)c1C,0.8612660767515619
ZINC000540932376,CC[C@@H]1CCC[C@@H]1Nc1cnn(CC(=O)N(C)C)c1,0.6785099703796647
ZINC000009456714,O=C(CN1CCSC1=O)Nc1nc2c(ccc(Cl)c2Cl)s1,0.7190477807344349
ZINC000285370214,CCc1ccc([C@@H](O)CNCc2ccccc2NC(C)=O)cc1,0.603628515345453
ZINC000621349888,C[C@H]1CCN(c2ncnc3c(F)cccc32)C[C@@H]1CO,0.8086502649754859
ZINC000594409842,C=C[C@@](C)(O)CC(=O)N[C@@H](CC(=O)OC(C)C)C(C)C,0.4328993714543273
ZINC000527982016,C[C@H](CCC1CCCCC1)NCC12CC(C1)CO2,0.5514003451311951
ZINC000635574476,O=C(Nc1ccc(OC2CCCCC2)cc1)C1=CCS(=O)(=O)C1,0.6354939230973331
ZINC000006698155,CC[C@H]1CCCCN1S(=O)(=O)c1cccc(S(C)(=O)=O)c1,0.5236378792759482
ZINC000343895756,COC(=O)c1cccc(F)c1NC(=O)[C@H]1CC[C@H](c2ccccc2)O1,0.6575008673960723
ZINC000455340881,CC(C)Oc1ccc(NC(=O)N(C)CC(C)(C)C#N)cc1C(N)=O,0.7385812175766668
ZINC000184074962,C[C@H](c1cn(-c2ccccc2)nn1)N1CCOCC2(CCOCC2)C1,0.7752537273971899
ZINC000651848509,CCO[C@@H]1C[C@@](CO)(NC(=O)[C@H]2CCc3cnc(C)n3C2)C1(C)C,0.5827167856840845
ZINC000344606643,Cc1csc(CN[C@@H]2CCC[C@@H]2[C@H]2CCCN2)c1,0.7525406088133955
ZINC000596816511,O=C(N=c1cc[nH]cc1[N+](=O)[O-])NC[C@H]1CCN1Cc1ccccc1,0.7860441314321488
ZINC000272700092,CC[C@@H]1C[C@@H](C(=O)N2CC[C@@H](OCc3ccccn3)C2)CCO1,0.6222946709330572
ZINC000610325532,COC(=O)Cn1ccc(NC(=O)N2CCO[C@@H](C(F)(F)F)C2)n1,0.5866575772301588
ZINC000347710594,CC[C@]1(C)C[C@@H]1C(=O)NC[C@H]1CC(=O)N(C)[C@@H]1c1cnn(C)c1C,0.6184073707664273
ZINC000349343369,Cc1ccccc1OCCCN1CCC[C@H](C(=O)N2CCCC2)C1,0.6236965098486131
ZINC000328611406,CS[C@H](C)/C(O)=N/[C@@H](c1nc(C(C)C)no1)C1CCOCC1,0.5434533803840124
ZINC000489562020,Cc1ccccc1[C@H](CC(C)C)NC(=O)NC[C@@H](O)C(F)F,0.5595872443571206
ZINC000180865884,C[C@@H](O)[C@H](NC(=O)C1CC1)C(=O)N1CCO[C@H](c2cccs2)C1,0.5841318541959287
ZINC000604479624,COC(=O)C[C@@H]1CCCCN1C(=O)[C@@H](C)n1nc(C)cc1C,0.5446331345841466
ZINC000263088431,C[C@@H]1CCN(C(=O)c2n[nH]c3ccc([N+](=O)[O-])cc32)[C@H](C(=O)O)C1,0.5965947465580764
ZINC000272803499,CNC(=O)[C@@H]1CN(C(=O)C(=O)Nc2ccc(C#N)cc2F)CCO1,0.6070420297602555
ZINC000112441432,CN(C[C@H](O)COCc1ccccc1)C(=O)NCCc1cnn(C)c1,0.5203148095466339
ZINC000528107599,C[C@]1(CNC(=O)N2Cc3cccc(F)c3C2)COc2ccccc2O1,0.7051079652373786
ZINC000631436782,C[C@H]1C[C@H](NC(=O)C2(c3ccccn3)CC2)C[C@@H](C)C1,0.6899214577379926
ZINC000464874308,CCCOCC(=O)N1CCc2cc(-c3cccc(F)c3)ccc21,0.7165445244164124
ZINC000333185774,CN(C)C(=O)N[C@H]1CCCN(S(=O)(=O)[C@H]2C[C@@H]3CC[C@H]2C3)C1,0.5064525760862756
ZINC000172794290,C[C@@H]1C[C@@H](c2cccc(F)c2)N(C(=O)CCNC(=O)C(C)(C)C)C1,0.5651455335074579
ZINC000582180787,O=C(O)CSCC(=O)N1CCC(n2ccnc2)CC1,0.5171005940999187
ZINC000127941296,COCCOc1ccc(NC(=O)c2noc3c2CCCCC3)cn1,0.6735165100459275
ZINC000556249268,COc1ccc(COC[C@H](O)CN[C@@H](C)[C@@H](C)CO)cc1,0.5298142462775433
ZINC000418166565,C[C@H](CCCN)NC(=O)N[C@H]1CCN(C(=O)Nc2ccccc2)C1,0.5959150122628246
ZINC000128128384,CC(=O)N(Cc1ccc(NC(=O)c2ncccc2O)cc1)C1CC1,0.7155830308823449
ZINC000294931178,CCn1nc(C)c(CNc2ccc(OCC(F)(F)C(F)F)nc2)n1,0.6923559882064996
ZINC000345188327,Cc1cnc(C[S@](=O)Cc2ccc(C)c(C)c2)nc1,0.5654040295930323
ZINC000159825511,COC(=O)c1ccc(CSCc2nc([C@H](C)OC)no2)s1,0.4606430012508035
ZINC000153864581,CC1(C)NC(=O)N(Cc2nnc(-c3ccccc3)s2)C1=O,0.6668553616792869
ZINC000343000368,CCc1nc([C@H](C)NC(=O)[C@@H]2C[C@@H]2c2ccc([C@@H]3C[C@H]3C)o2)n[nH]1,0.6147261076834738
ZINC000346730309,COc1ccccc1CC(C)(C)NC(=O)c1ccn(C)c1,0.6435011067613456
ZINC000156696697,CCN(C(=O)Nc1c(C)cc(N(C)C)cc1C)C(C)C,0.7441634715725034
ZINC000592851763,CC[C@@H](CNC(=O)C1(c2ccc(F)cc2F)CCC1)C(=O)OC,0.5790062708213246
ZINC000663690779,CN(C)[C@H]1CN(C(=O)NCCCN(C)S(C)(=O)=O)C[C@@H]1O,0.4272874185490871
ZINC000131924648,O=C(CCOc1ccccc1F)N1CCC(N2CCCNC2=O)CC1,0.7005626298383651
ZINC000335028643,N[C@@H]1CCN(C(=O)C(=O)N2CCC[C@@H]2c2cccs2)C1,0.5701438069099606
ZINC000536826920,CCCc1cc(NC(=O)N[C@@H]2C[C@H](OCC)C2(CC)CC)n(C)n1,0.7208403871639264
ZINC000561261721,CCN1CCC[C@H]1CN(C)c1ccc(S(C)(=O)=O)cc1C(F)(F)F,0.469740276097206
ZINC000583690787,C[C@@H]1C[C@H](NC(=O)N[C@@H](CN2CCN(C)CC2)c2ccccc2)CO1,0.5912978563306228
ZINC000421163036,Cc1cc(NC(=O)NCCN(C)Cc2ccccc2)nn1C(C)C,0.7446854633030138
ZINC000339282538,C[C@H](CC(N)=O)C(=O)NCCCc1nnc2n1CCCCC2,0.6409539530226901
ZINC000190660250,COc1cc(S(=O)(=O)N2CCOC[C@H]2CC(C)C)ccc1F,0.5570928187677595
ZINC000414577262,Cc1cc(C)n2c(CN[C@H]3CCC[C@@H](CO)C3)cnc2n1,0.8270630042275542
ZINC000355035980,Oc1nnc2n1CCN(Cc1cc(Br)ccc1F)C2,0.7617298502542135
ZINC000153417850,CC(C)(C)c1nc(CNc2ccccc2C(N)=O)cs1,0.7014812893946093
ZINC000582210378,CNC(=O)COc1cccc(CC(=O)Nc2c(O)cccc2Cl)c1,0.5530401804838516
ZINC000496615276,CC(C)(C)OC(=O)N1C[C@@H](OC(=O)c2cc3n(n2)CCCC3)CC1=O,0.6005200919668191
ZINC000619725007,COc1cccc(CN2CCN(Cc3ccc(C#N)cc3)CC2)c1F,0.7389773839212768
ZINC000108534147,Cc1ccsc1C(=O)N1CCC[C@]2(CCNC2=O)CC1,0.6411412027137059
ZINC000287847937,CCN(CC)Cc1cccc(NC(=O)C(=O)N(C)[C@H]2C[C@@H](OC)C2)c1,0.6351193969947978
ZINC000422927503,O=C(Nc1ccc2n[nH]cc2c1)c1c[nH]nc1[C@H]1CCCNC1,0.8320403365594613
ZINC000663167721,CCC[C@H](C(=O)N1CC(C)(C)[C@@H]1[C@H]1CCCO1)S(N)(=O)=O,0.5452138621430478
ZINC000601389063,Cc1cc(S(=O)(=O)NCC[C@@H]2CCOC2)c(F)cc1[N+](=O)[O-],0.622017192937438
ZINC000424876775,CC[C@@H](C)N1CCN(C(=O)CCc2cccc(OC(F)F)c2)CC1,0.732206658732433
ZINC000104217987,COC(=O)N(C)CCCC(=O)N(C)Cc1ccc(N(C)C)cc1,0.6077808055530578
ZINC000284662991,O[C@@]1(Cn2ccnn2)CCCN(c2ccncc2Br)C1,0.7012853177306807
ZINC000185232019,C=C(C)C[C@H](C)C(=O)N1CCC(N2CCNC2=O)CC1,0.5970356476217289
ZINC000558596824,Cc1ccc(S(=O)(=O)NC2CN(CC3(O)CCC3)C2)cc1,0.5581230333369853
ZINC000618739235,Cc1cccc(C)c1OCC(=O)N[C@H]1CCc2cc(C#N)ccc21,0.6676420760008882
ZINC000278682715,CC(=O)[C@@H]1C[C@H](Cc2nc(-c3cscn3)no2)C1(C)C,0.7300006916377735
ZINC000291104520,CCn1c(COc2ccc(C)cc2)nnc1N(C)OC,0.7288223024269032
ZINC000281751590,CSc1ccc(CCNC(=O)NCc2cccc(NC(C)=O)c2)cc1,0.6054777128504536
ZINC000454662978,CO[C@@H]([C@H](C)NC(=O)NCc1csc(-c2ccccc2)n1)C1CC1,0.7473490407898661
ZINC000493115677,COC(=O)N1CCC[C@H](C(=O)N=c2nc(C)[nH]n2-c2ccccc2)C1,0.5879262770762144
ZINC000047530573,CN(C)C1(CNC(=O)CCCNC(=O)c2ccco2)CCCCC1,0.5265911371177372
ZINC000579565022,COc1ccc2c(n1)N(C(=O)COc1ccc(OC)c(C)c1)CC2,0.708404782867946
ZINC000131887522,COC[C@H](C)N[C@H]1C[C@@H](C)N(Cc2ccccc2)C1,0.5488368306626278
ZINC000557707725,O=C(NC1CCC2(CC1)NC(=O)NC2=O)c1cccc2nn[nH]c21,0.6788312695416747
ZINC000351649012,C[C@@H]1CC[C@@H](N(CCO)C[C@@H](O)COc2ccccc2F)C1,0.5735233434623099
ZINC000096041446,CCO[C@@H]1CC[C@H]2[C@H]1OCCN2C(=O)CCc1ccccc1,0.5545753668298669
ZINC000615267021,CN1CCC[C@@H]1[C@H]1COCCN1C(=O)c1cc2cc(Cl)sc2[nH]1,0.8133250156471451
ZINC000270710508,Cc1cc(C)n(CCCNc2ncc(C)c(C)n2)n1,0.7802037940148996
ZINC000655497843,N[C@@H](C(=O)NC1CCN(S(=O)(=O)c2ccccc2)CC1)C(F)(F)F,0.522101537900123
ZINC000253611922,C[C@@H](CN1CCC[C@H](C)C1)NC(=O)Nc1cc(C(F)(F)F)cnc1O,0.7257122270426306
ZINC000614517316,CC1(CC(=O)N2CCC(O)(C(N)=O)CC2)CCCC1,0.4828008311343401
ZINC000491333569,CCCN(C)C(=O)/C=C\c1cc(OC)c2c(c1)OCCO2,0.5390699108894708
ZINC000504954733,COc1cc(NC(=O)NCc2nnc(C(C)(C)C)s2)c(C)c(OC)c1,0.5767151585962912
ZINC000357041319,COC(=O)c1ccc2c(c1)CN(CC(=O)NC1CCOCC1)CC2,0.6869638749755156
ZINC000345510061,CO[C@H]1C[C@@H](CO)N(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)nn2)C1,0.5919106123174426
ZINC000445105131,Cc1cc(NC(=O)Nc2ccnnc2C)c(C)cc1O,0.6868143047660983
ZINC000073146105,CO[C@H](CNC(=O)c1ccc(C(F)(F)F)nc1)c1ccc(F)cc1,0.644710253137776
ZINC000280907390,CO[C@H]1CCC[C@H](CC(=O)N(Cc2ccc(C(N)=O)cc2)C2CC2)C1,0.5645089136244378
ZINC000335273793,Cc1ccc(NC(=O)N[C@@H]2CCNC2(C)C)c(Cl)c1,0.6100243759912479
ZINC000057229699,CC[C@H](C)NC(=O)c1cccc(CNC(=O)N[C@@H](C)C(=O)NC)c1,0.5469206153353393
ZINC000330190725,O/C(=N/[C@@H]1CCn2ccnc2C1)N1CCC[C@@H]1c1cccc(F)c1,0.856742308223162
ZINC000164561252,CC1CCN(Cc2ccc(NC(=O)[C@@H](N)C(C)(C)C)cc2)CC1,0.6630574708216432
ZINC000068079861,O=C(c1cccc2c1OCO2)N1CCCN(CC(F)(F)F)CC1,0.5978176092374818
ZINC000281778694,CSc1ccccc1[C@H](C)NC(=O)c1cnn(C)c1,0.5728071945896215
ZINC000347654487,COC(=O)C[C@@H](C)C(=O)N1CCN(C2CCOCC2)C[C@@H]1C,0.5256528321461136
ZINC000237336881,CC(=O)c1ccc(S(=O)(=O)CC(=O)NC[C@@H](C)CN)cc1F,0.5647229037929103
ZINC000127376096,CCC[C@@H](C)C(=O)Nc1ccc(CC(F)(F)F)cc1,0.5580960973926549
ZINC000459589220,CCOC(=O)Cn1nc(C)c(CN2CC(C)(C#N)C2)c1C,0.6280208747280894
ZINC000148775815,CCCC(=O)Nc1cccc(NC(=O)[C@H](CCC)NC(N)=O)c1C,0.6257641084247483
ZINC000479675842,CC(C)=CCCNC(=O)N[C@H](C)c1ccccc1-n1cccn1,0.6786465777321536
ZINC000266915061,Cc1nnc(S)n1CCNC(=O)c1csc(S(N)(=O)=O)c1,0.6442087738285038
ZINC000332318404,CCN1CCN(C(=O)C(=O)Nc2nc3c(s2)CC(C)(C)CC3)CC1=O,0.6837366837282779
ZINC000571886435,CCC(CC)[C@@H](CNC(=O)NCCN1CCCC1=O)N1CCCC1,0.6825079656699311
ZINC000156536802,CCNC(=O)C(C)(C)CNC(=O)Nc1cccc(CC)c1,0.6349497313353195
ZINC000599826028,Cc1cc(C(=O)N2CC[S@@](=O)C[C@H](C)C2)ccc1OC(F)(F)F,0.6330451554167136
ZINC000680211940,Cc1n[nH]c(C)c1[C@H](C)C(=O)N1CCC(OCCCO)CC1,0.5879023873680693
ZINC000277601289,COC(=O)c1cc(NC(=O)C(=O)N2C[C@H](O)[C@@H](O)C2)cc(Cl)c1F,0.5320803462011787
ZINC000599487200,COC(=O)[C@](C)(NS(=O)(=O)C[C@H](C)OC)c1cccc([N+](=O)[O-])c1,0.4891788992800428
ZINC000191345431,C[C@H]1CCN(C(=O)CCc2nnc(-c3ccsc3)o2)CCS1,0.7681712510647143
ZINC000277935685,CC(C)(C)OCCOc1cccc(-c2noc(-c3ccn[nH]3)n2)n1,0.8053549155890691
ZINC000664012741,Cc1cc(CO)cc(N2CC[C@H](C(=O)N(C)C)C2)n1,0.6690921039741674
ZINC000293030052,CCS(=O)(=O)c1ccc(CNc2nc(C(N)=O)cs2)s1,0.5279175570914842
ZINC000495516035,CCOC(=O)N1CCN(C(=O)CNc2cc(OC)n(C)n2)CC1,0.5800981815209458
ZINC000459792483,CSC1(CNCC[C@H]2CCCN(C)C2)CCC1,0.5147411675042629
ZINC000181375654,CCN(CC)CCN1CCC(Nc2cc(OC)cc(OC)c2)CC1,0.7337964142839712
ZINC000334170142,O=C(N[C@H]1CCc2cc(F)ccc21)NC1(C(F)F)CC1,0.7612855903498259
ZINC000527561600,CC(=O)c1ccc(C(=O)NC[C@@H]2C[C@@H](c3nc[nH]n3)C[C@@H]2O)s1,0.6744812186581364
ZINC000550992808,COc1ccc(Br)c(OCCCCCF)c1,0.4293133884775973
ZINC000270552096,C[C@@](O)(CNC(=O)c1cccnc1N1CCCCC1)C(F)(F)F,0.5044678979650872
ZINC000264605240,Cc1ocnc1C(=O)N[C@@H](C)Cc1ccc(C)cc1C,0.6199296613523552
ZINC000126158656,C[C@@H](C[S@@](C)=O)N(C)CCN1CCCS1(=O)=O,0.3445968158105805
ZINC000541113390,N#Cc1c(N2CCC[C@H]([C@H]3CCOC3)C2)nc2ccccn12,0.8388247112139924
ZINC000152059209,CC[C@H]1COCCN1C(=O)c1cncc(OC(C)C)c1,0.505381807491651
ZINC000174936978,CCCN1CCN(C(=O)Nc2cccc(-n3nnnc3C)c2)CC1,0.8370197227368921
ZINC000669683943,CC(=O)N1CC[C@@](C)(C(=O)N2CC[C@@](F)(c3ccccc3C)C2)C1,0.6676216096634625
ZINC000338124448,CC(C)OC(=O)C[C@@H]1CCCN(C(=O)[C@H]2C[C@@H]2C(F)F)C1,0.4105467782820929
ZINC000607285863,O=C(NC1CCN(CCO)CC1)C(=O)N1CCCc2ccc(F)cc21,0.7055732135873231
ZINC000424299772,Cc1ccccc1NC(=O)CN1CC2(C[C@H]1C)CCNCC2,0.8314181504313845
ZINC000580324058,O=C(Nc1cccc(C2CC2)n1)NC1(CF)CCC1,0.7896066073584331
